time ,PhotoD1
0.912844,0.2863320029,
0.683690,0.9644735721,
0.888394,0.1493308817,
0.712870,0.5972034228,
0.484892,0.4651686965,
0.833218,0.4113363793,
0.090746,0.8804889627,
0.025492,0.2248881876,
0.335728,0.5429623139,
0.486923,0.9476024644,
0.225363,0.6533406663,
0.554709,0.0340970833,
0.681148,0.3888555957,
0.834943,0.8739194227,
0.895873,0.3883120052,
0.437598,0.7469069211,
0.399655,0.7411060147,
0.440120,0.2297779474,
0.309626,0.9238020351,
0.446953,0.1720405433,
0.964390,0.8302527202,
0.462348,0.4108445097,
0.495992,0.7703368371,
0.021540,0.3400218830,
0.192285,0.8913352416,
0.898134,0.8554264300,
0.389292,0.1319030676,
0.102046,0.6823661706,
0.349699,0.1495795269,
0.178546,0.4103679594,
0.249091,0.5499476849,
0.640984,0.5518026588,
0.975754,0.7729981529,
0.920664,0.7407500888,
0.053807,0.9076753726,
0.903085,0.4637152786,
0.189999,0.4008031572,
0.992615,0.9439010959,
0.326500,0.0956147848,
0.227543,0.5587475597,
0.943711,0.3173953170,
0.810847,0.9447706511,
0.924444,0.6189019586,
0.718502,0.4643858492,
0.879257,0.8790315352,
0.865062,0.7326852067,
0.357425,0.5892154311,
0.136276,0.1006443570,
0.805780,0.0218782806,
0.681125,0.0842969747,
0.431387,0.4551527726,
0.947115,0.1883186346,
0.951173,0.0751257908,
0.032081,0.3290667104,
0.276167,0.2272869792,
0.067753,0.3371710269,
0.826949,0.5524473741,
0.396323,0.9683113444,
0.581177,0.2272296837,
0.343534,0.4001456656,
0.971210,0.9907714532,
0.603406,0.4620185041,
0.667641,0.9845304523,
0.863325,0.4984403196,
0.420087,0.9880039097,
0.073411,0.5380994023,
0.871397,0.1328964934,
0.694654,0.3392031982,
0.841425,0.7290083161,
0.676246,0.4156438777,
0.701402,0.9247214318,
0.895417,0.0702916464,
0.587414,0.3793955629,
0.325195,0.5651590176,
0.994851,0.7565917862,
0.207538,0.7336655623,
0.286253,0.3812448957,
0.833108,0.9046564149,
0.770248,0.1930206576,
0.200579,0.8903480950,
0.764766,0.2581756951,
0.615923,0.4136571298,
0.964267,0.0032793419,
0.503691,0.5458363342,
0.478702,0.3450070711,
0.585697,0.6455880236,
0.979592,0.9321854819,
0.349099,0.5877082839,
0.261003,0.2606030117,
0.589942,0.8999458527,
0.745385,0.0172462357,
0.081984,0.2279211373,
0.374956,0.7168581927,
0.087008,0.0996278537,
0.318151,0.7170175218,
0.453230,0.2395805537,
0.161081,0.4128389088,
0.059868,0.2894398681,
0.444865,0.1516182588,
0.285274,0.3098016405,
0.199178,0.6334393020,
0.509812,0.0225924004,
0.019478,0.6241597992,
0.830103,0.2001888221,
0.200386,0.3970564043,
0.426563,0.4658305674,
0.733088,0.7983575445,
0.526797,0.2210043574,
0.269299,0.3823859562,
0.767835,0.9067874357,
0.954412,0.1238760764,
0.117687,0.0450573171,
0.024888,0.6896037939,
0.422040,0.2981209403,
0.064384,0.9965603320,
0.125603,0.1839315336,
0.092418,0.5551467464,
0.232689,0.5912984665,
0.211193,0.4990368061,
0.609811,0.4625596909,
0.394527,0.1527691150,
0.726698,0.2585588267,
0.961298,0.7223804334,
0.750217,0.9963474143,
0.078740,0.5553103117,
0.867953,0.6436788167,
0.362771,0.6808067151,
0.797007,0.9528096156,
0.786387,0.3663990409,
0.331355,0.4692217889,
0.949991,0.1285397079,
0.828490,0.0798067021,
0.629130,0.5440081248,
0.295624,0.6723069581,
0.617005,0.8435069480,
0.988503,0.5983247521,
0.344009,0.0624011177,
0.239645,0.7376456138,
0.000397,0.1535854495,
0.909290,0.0851073713,
0.627540,0.0490069904,
0.786229,0.0804031963,
0.748716,0.2132904975,
0.616898,0.3885382751,
0.183402,0.2879823805,
0.843593,0.1497113411,
0.715993,0.6338170036,
0.651801,0.1136909175,
0.612807,0.7344814281,
0.873786,0.8900224067,
0.792677,0.4429103025,
0.724425,0.4080863911,
0.409154,0.4138534978,
0.997653,0.8787018889,
0.623809,0.5272162521,
0.353165,0.1277437971,
0.182723,0.2115361274,
0.320904,0.1682475887,
0.255607,0.3547241074,
0.941085,0.3645586860,
0.892907,0.5516767534,
0.988052,0.1313418681,
0.952472,0.7103877273,
0.874207,0.3549878092,
0.162244,0.6470802080,
0.146688,0.4252830218,
0.649803,0.7573350174,
0.790086,0.2429641850,
0.072302,0.1884441963,
0.244519,0.1527359204,
0.010707,0.9912138123,
0.232541,0.9747191640,
0.254855,0.9221012006,
0.912188,0.4513026901,
0.367547,0.2018011072,
0.038034,0.3755671620,
0.650832,0.7431663128,
0.816367,0.9011007821,
0.083750,0.8604532939,
0.011481,0.9732889793,
0.365615,0.1515051393,
0.412765,0.1231577170,
0.416021,0.1938042495,
0.463376,0.2576290884,
0.466007,0.7281770933,
0.548159,0.2233662299,
0.532691,0.5970421868,
0.507693,0.1740885608,
0.781091,0.5752213208,
0.289965,0.4589827787,
0.550502,0.8829379726,
0.574665,0.0065019895,
0.203892,0.3674111614,
0.555237,0.1627369210,
0.214116,0.0762916484,
0.549157,0.9011506256,
0.069770,0.4278916184,
0.860448,0.5464766480,
0.208383,0.0870373480,
0.238632,0.5888957426,
0.380585,0.4078853370,
0.287366,0.6125779380,
0.750523,0.0403466761,
0.318939,0.0479680599,
0.107370,0.4574224643,
0.806136,0.8195271556,
0.252058,0.6988519854,
0.503905,0.5499447787,
0.039851,0.2009257037,
0.624194,0.6379872347,
0.387442,0.0453295101,
0.308274,0.7207456665,
0.332050,0.4243044605,
0.931593,0.5157910610,
0.467990,0.9112807357,
0.000071,0.7496337687,
0.725781,0.9620748857,
0.399483,0.7573750369,
0.022924,0.4380880293,
0.637742,0.4554971760,
0.439352,0.5115828492,
0.591769,0.2336100942,
0.617985,0.4396866910,
0.454097,0.1442177886,
0.049085,0.5233882394,
0.719694,0.4037952357,
0.740093,0.0549636457,
0.404799,0.3643221764,
0.051413,0.0985759763,
0.948005,0.6099688494,
0.877387,0.2234008364,
0.827650,0.5806664147,
0.448637,0.3305101471,
0.884475,0.7464947194,
0.853718,0.7816067588,
0.647737,0.1191345263,
0.506783,0.4309887388,
0.076023,0.1453443235,
0.362407,0.0995088164,
0.231091,0.5136754514,
0.860181,0.1850545269,
0.634390,0.7252774066,
0.731457,0.0386088370,
0.156355,0.1752468587,
0.949647,0.8486341448,
0.400423,0.8299088351,
0.611387,0.2039615883,
0.798489,0.4875276235,
0.686370,0.5354358211,
0.000048,0.1955023535,
0.502658,0.9141867671,
0.985620,0.2827732453,
0.007004,0.9510484050,
0.040929,0.6831683289,
0.103423,0.6179100932,
0.603407,0.5487318387,
0.046190,0.7779540957,
0.421872,0.2331930600,
0.355863,0.1165761976,
0.697670,0.3534281645,
0.362978,0.0996200663,
0.324555,0.3808369456,
0.677476,0.9779930183,
0.583252,0.6141110769,
0.240455,0.5759224943,
0.374867,0.4497125130,
0.204735,0.4457740797,
0.258642,0.4074422940,
0.847314,0.8985862404,
0.427041,0.4163415492,
0.656983,0.6801558148,
0.531272,0.0359558849,
0.937019,0.1780712709,
0.333422,0.0939088173,
0.360912,0.1251961972,
0.746494,0.1885289689,
0.863929,0.4654407736,
0.022054,0.1717734026,
0.849524,0.5210537442,
0.807625,0.6752911764,
0.542783,0.8688897205,
0.433783,0.7569369347,
0.602437,0.9842317525,
0.335105,0.2198400235,
0.778107,0.1729985577,
0.096720,0.9227279678,
0.451955,0.8989372599,
0.761949,0.3771974418,
0.625833,0.1371985612,
0.001492,0.1422537348,
0.017172,0.0067718064,
0.456854,0.8079297246,
0.221564,0.8248055369,
0.371421,0.9149561744,
0.441232,0.3489427143,
0.060690,0.4566375068,
0.364042,0.6456146340,
0.376869,0.6735041746,
0.301240,0.9759072205,
0.918389,0.6133586651,
0.477351,0.9277498563,
0.180392,0.9281719119,
0.297038,0.9977177938,
0.829299,0.2682936176,
0.618124,0.9461441383,
0.663600,0.1121276488,
0.616203,0.8699643510,
0.261267,0.1095112076,
0.872499,0.8982984497,
0.005368,0.6351931461,
0.365255,0.6009937994,
0.591972,0.4684217343,
0.924839,0.5139049879,
0.458005,0.5447730904,
0.424208,0.6902472899,
0.654962,0.5630294750,
0.764236,0.2038726556,
0.379644,0.3751768438,
0.454069,0.6308558703,
0.643802,0.5151615182,
0.735155,0.1288018602,
0.633822,0.8298101219,
0.782944,0.8394409670,
0.034487,0.3234764872,
0.100862,0.1583903614,
0.041741,0.8571778049,
0.160518,0.3174481398,
0.835003,0.2696351436,
0.559434,0.8606062970,
0.172022,0.8012199897,
0.938799,0.2624697588,
0.542159,0.8988531218,
0.830258,0.1258892404,
0.317444,0.8565306673,
0.232739,0.8247223015,
0.701994,0.4538728962,
0.519784,0.1280941874,
0.286146,0.0821987100,
0.027673,0.1741676564,
0.152803,0.7274547997,
0.783923,0.4869730216,
0.518752,0.5069247664,
0.416823,0.9199431559,
0.108548,0.2154667621,
0.631428,0.1358514671,
0.126734,0.4418951860,
0.580644,0.2220836124,
0.184500,0.2360694917,
0.494911,0.2753974128,
0.335441,0.1381188052,
0.206849,0.1763801975,
0.105166,0.3723195380,
0.153633,0.9867292223,
0.873330,0.8588510723,
0.724371,0.7339912283,
0.003584,0.5897746183,
0.810415,0.2388350998,
0.245622,0.2424297015,
0.885937,0.0189239687,
0.839281,0.8162613334,
0.355567,0.7129250081,
0.315247,0.7748550810,
0.154186,0.2957494122,
0.388423,0.7983219144,
0.305440,0.5086149638,
0.821176,0.1179032360,
0.279882,0.8761699754,
0.851454,0.2054402327,
0.195285,0.2919498044,
0.355002,0.2908435123,
0.345976,0.8754440658,
0.585631,0.1609870020,
0.456251,0.7228097251,
0.038449,0.8055655435,
0.380016,0.7418323117,
0.546487,0.7920853958,
0.068258,0.6978214079,
0.213226,0.7784006647,
0.771898,0.3651852342,
0.630379,0.9096724195,
0.808721,0.5531571821,
0.021490,0.8564322114,
0.011757,0.9575107580,
0.398797,0.8050970619,
0.209696,0.4179613424,
0.587915,0.6029314125,
0.822722,0.5230608541,
0.749076,0.6082975209,
0.929145,0.1756052389,
0.524546,0.5180545360,
0.538645,0.4968258051,
0.667294,0.8462128245,
0.871261,0.5728063620,
0.181325,0.1760462368,
0.699107,0.1296960735,
0.188910,0.6572523871,
0.199816,0.2131182831,
0.770966,0.4454183129,
0.529896,0.7451889204,
0.004715,0.6655099591,
0.955361,0.2993956222,
0.877279,0.7725552574,
0.872309,0.3553950843,
0.494025,0.0901199451,
0.531102,0.7271792629,
0.032261,0.7165184456,
0.750157,0.0810665700,
0.758352,0.7365092971,
0.583563,0.0837457454,
0.370117,0.8916906195,
0.492000,0.8880889400,
0.527182,0.5693394136,
0.448724,0.8470432410,
0.142401,0.1266243914,
0.652744,0.2047112028,
0.674670,0.0494695798,
0.749763,0.6923815596,
0.305926,0.2932860126,
0.804348,0.7478495740,
0.299967,0.5347389538,
0.274087,0.3279230147,
0.270485,0.9210220143,
0.763491,0.8284653804,
0.318575,0.5229904770,
0.357004,0.1226789375,
0.675482,0.0923400488,
0.033538,0.6729606462,
0.150023,0.7104310443,
0.421550,0.9808680774,
0.212894,0.9623490073,
0.760072,0.4020676694,
0.643306,0.1869150095,
0.839647,0.3893541449,
0.207796,0.8851191768,
0.438348,0.5952200505,
0.732120,0.6281958267,
0.104752,0.9606615428,
0.444565,0.2397620721,
0.490553,0.3180271638,
0.694426,0.2862042184,
0.930808,0.9180119294,
0.155151,0.8085465726,
0.052681,0.9774646259,
0.608676,0.1730989274,
0.242941,0.8051878536,
0.558302,0.3643997133,
0.678501,0.5618764949,
0.466505,0.2884111061,
0.658405,0.7186796645,
0.808349,0.3285189119,
0.856439,0.6769887600,
0.710878,0.8335452742,
0.263334,0.0425012504,
0.296107,0.9641671066,
0.185845,0.1321971986,
0.599377,0.1368636164,
0.778297,0.6524300049,
0.095766,0.3301199771,
0.409976,0.9776348891,
0.631246,0.6633411243,
0.765313,0.9156368024,
0.515607,0.1441733120,
0.046789,0.1040439764,
0.440640,0.9396792641,
0.781269,0.7345261676,
0.991146,0.0232597405,
0.849279,0.1080733143,
0.059986,0.1073453263,
0.766725,0.2818173248,
0.724907,0.8627800345,
0.754683,0.1097552393,
0.201431,0.5740891559,
0.323839,0.9219530958,
0.597079,0.9783714131,
0.977114,0.9044014136,
0.451428,0.0506720447,
0.496305,0.4124563189,
0.971656,0.3116479265,
0.763005,0.4232271462,
0.979765,0.9147994258,
0.202831,0.2846579209,
0.031669,0.5749506034,
0.158148,0.8065439367,
0.719703,0.7186282077,
0.777282,0.9011443825,
0.644958,0.0553910515,
0.338065,0.8600983422,
0.654652,0.0077554621,
0.045656,0.7178897954,
0.867485,0.7109009936,
0.102962,0.1755371620,
0.946969,0.8696552301,
0.379498,0.1565621867,
0.134521,0.9119635584,
0.312880,0.2338083582,
0.898684,0.6860592982,
0.780790,0.6398985074,
0.193041,0.1575943296,
0.173941,0.2896859218,
0.893316,0.1985220085,
0.770765,0.9318124142,
0.792117,0.5407344936,
0.213558,0.9525635271,
0.193373,0.2174634831,
0.646739,0.6450328825,
0.111287,0.7862244324,
0.505913,0.4002581098,
0.684922,0.8367953790,
0.157028,0.1630498009,
0.373375,0.2033130763,
0.808372,0.3439796072,
0.909322,0.2491300377,
0.160690,0.3457013930,
0.737948,0.9863802929,
0.555696,0.6239507559,
0.187857,0.5962644697,
0.690014,0.5772919605,
0.299816,0.4030340194,
0.632268,0.5454462193,
0.235784,0.7774252841,
0.489343,0.4704034911,
0.758264,0.0883874494,
0.620207,0.9339043281,
0.247775,0.0435984771,
0.653208,0.6486963417,
0.330786,0.7330228277,
0.119203,0.0932238106,
0.656856,0.7855471680,
0.947320,0.9248241466,
0.841154,0.5642503436,
0.146388,0.4542472393,
0.687493,0.7935355811,
0.664213,0.2837788121,
0.510489,0.9921018450,
0.434722,0.9859792793,
0.383588,0.5361795572,
0.842294,0.8943984665,
0.250835,0.2355512730,
0.291480,0.4785062946,
0.560969,0.9075672387,
0.626664,0.6637445253,
0.449719,0.4357542937,
0.864425,0.8539885798,
0.953957,0.3960352895,
0.816527,0.4686050727,
0.720063,0.4499991536,
0.122042,0.3239841944,
0.082954,0.8708194179,
0.839123,0.8832952243,
0.350551,0.3430104733,
0.905637,0.9539208496,
0.577891,0.3097282676,
0.051087,0.9315138445,
0.215654,0.1618978678,
0.146685,0.9529393913,
0.416301,0.8785188903,
0.877558,0.5071705495,
0.092959,0.0182444328,
0.929845,0.7781547798,
0.935838,0.3594572370,
0.265358,0.8485491815,
0.035679,0.4330620446,
0.466467,0.6057818975,
0.584380,0.3775799878,
0.726743,0.7214100119,
0.333494,0.3161731777,
0.063682,0.9493514815,
0.891637,0.8497458596,
0.828963,0.7755979107,
0.372950,0.2995165701,
0.765463,0.8726990314,
0.437401,0.3750827936,
0.518272,0.7984195796,
0.560189,0.8167874313,
0.245506,0.9990129576,
0.128305,0.0450887747,
0.610483,0.2368026675,
0.613568,0.4309058710,
0.234931,0.8472399862,
0.857610,0.3864352383,
0.115305,0.1228069080,
0.882515,0.9152618537,
0.388909,0.1823276544,
0.299822,0.5907768634,
0.752914,0.8123503247,
0.265170,0.2611611476,
0.525548,0.9858083748,
0.229235,0.4412568741,
0.056386,0.2252607390,
0.827781,0.1847185394,
0.115814,0.6982403286,
0.541923,0.8751954585,
0.624684,0.7689644203,
0.000376,0.2614347126,
0.163615,0.9857058734,
0.009517,0.0441839926,
0.753001,0.3441463353,
0.703710,0.6731849009,
0.356341,0.0567341662,
0.670412,0.0545707441,
0.090995,0.5648652865,
0.822655,0.6509464266,
0.423220,0.2370277990,
0.101588,0.6269163723,
0.097589,0.5300383483,
0.106357,0.5142838091,
0.618699,0.7016276481,
0.200987,0.3736906602,
0.423198,0.6140330772,
0.809022,0.3072869215,
0.328916,0.0928969635,
0.273350,0.6629214534,
0.818829,0.0285752043,
0.206466,0.3845448311,
0.654567,0.0720519119,
0.576013,0.2919184436,
0.563713,0.2131595703,
0.314677,0.7219973964,
0.145664,0.7050250255,
0.130217,0.7151199200,
0.842667,0.3612226450,
0.474612,0.5464699797,
0.231697,0.3578320103,
0.781042,0.9409564117,
0.682424,0.4447915353,
0.161219,0.1108189395,
0.141194,0.8651217656,
0.668743,0.0355549880,
0.658733,0.2232636533,
0.643806,0.1379628655,
0.186788,0.3025751230,
0.822098,0.2541917810,
0.613746,0.7311838342,
0.932222,0.6376858891,
0.661416,0.9752451102,
0.249203,0.3310820199,
0.046692,0.4206910061,
0.037141,0.4804255310,
0.718269,0.9098342394,
0.243418,0.5721246787,
0.145676,0.4248358459,
0.043955,0.4544178517,
0.808830,0.9512078350,
0.840724,0.5829458828,
0.229517,0.3914352979,
0.747839,0.5580777838,
0.281947,0.9865541074,
0.338252,0.7836230392,
0.329206,0.0882224442,
0.066634,0.3784976623,
0.077153,0.7695046155,
0.494832,0.1994075438,
0.376097,0.3530758331,
0.416587,0.2176785001,
0.619685,0.0033051497,
0.663530,0.1916251114,
0.635509,0.4502385356,
0.340202,0.6818289194,
0.744755,0.4680664799,
0.695506,0.1283756857,
0.586577,0.8036842883,
0.882742,0.0759729680,
0.957209,0.1230780971,
0.860079,0.8710573959,
0.320362,0.6854396413,
0.663588,0.5119075463,
0.905633,0.6164991191,
0.685411,0.8325470009,
0.999125,0.0105681571,
0.499394,0.5220068211,
0.272900,0.3838587545,
0.693410,0.0587555667,
0.995013,0.7143045210,
0.210378,0.7781156166,
0.415731,0.7166497352,
0.162008,0.1198503776,
0.249722,0.3236295747,
0.393708,0.8661837429,
0.340167,0.6751686521,
0.928525,0.2393158308,
0.452724,0.0284746420,
0.526567,0.2638564538,
0.501154,0.7485575827,
0.810326,0.4308183000,
0.804838,0.9501830906,
0.117821,0.0844840244,
0.618350,0.0164284667,
0.772728,0.6146099220,
0.284838,0.2135161597,
0.269120,0.7536603198,
0.466116,0.7120532802,
0.371250,0.4065295253,
0.479241,0.2429310747,
0.438208,0.5293116777,
0.255226,0.7923727729,
0.141138,0.7715423187,
0.266172,0.3729520325,
0.348484,0.4360014680,
0.252522,0.9866850850,
0.017718,0.8961923596,
0.450747,0.7354653127,
0.904582,0.2207112452,
0.657065,0.0691363362,
0.143432,0.0885895881,
0.258497,0.2624304051,
0.791265,0.1514576529,
0.727380,0.3641396898,
0.823119,0.6810440242,
0.936303,0.1021284993,
0.191172,0.8870781496,
0.526944,0.4672418658,
0.280610,0.5348779643,
0.408387,0.0811182698,
0.239853,0.1385538377,
0.357556,0.0320832501,
0.164321,0.2734198731,
0.002530,0.7606167970,
0.406658,0.9387304747,
0.279618,0.0153162895,
0.177276,0.0642944937,
0.585658,0.6672914794,
0.721518,0.5627923552,
0.721261,0.2365149459,
0.508586,0.8926760562,
0.325926,0.4616086972,
0.454838,0.6051837779,
0.296881,0.3145013397,
0.683027,0.1348711348,
0.924728,0.9281226789,
0.291746,0.9579111137,
0.475994,0.9892714579,
0.391544,0.2226737598,
0.318896,0.3679603613,
0.400186,0.7131683165,
0.877593,0.0292660300,
0.953160,0.5964037759,
0.004383,0.3476547292,
0.601428,0.4449952071,
0.785578,0.1461028735,
0.638507,0.1767030728,
0.117015,0.5828914733,
0.710513,0.4191123224,
0.097750,0.3026146944,
0.584766,0.4549711739,
0.847565,0.4038895494,
0.230725,0.8922837568,
0.195988,0.4205903479,
