time ,PhotoD1
0.313325,0.6873232935,
0.746942,0.6112935509,
0.590634,0.0823415218,
0.296429,0.3770024555,
0.815503,0.4049696486,
0.892513,0.6873779988,
0.589583,0.4050146827,
0.815188,0.5544666751,
0.555128,0.6182654799,
0.814574,0.4174617546,
0.038354,0.8448787569,
0.848485,0.5515099177,
0.114486,0.8131497757,
0.151174,0.3153950016,
0.728034,0.8593630181,
0.201974,0.2173650524,
0.738008,0.1153556706,
0.867171,0.0858715075,
0.209039,0.1546325771,
0.728760,0.8021800650,
0.613300,0.9644722345,
0.512972,0.1967921370,
0.959335,0.7780495894,
0.184444,0.0264828585,
0.200738,0.1138788755,
0.659121,0.1866225834,
0.739105,0.9254052852,
0.374368,0.5497099370,
0.976080,0.0311732574,
0.035211,0.8765554367,
0.328246,0.9502123282,
0.650959,0.4828008362,
0.039350,0.4329013844,
0.135622,0.6198076897,
0.238739,0.2302562036,
0.859359,0.7005484783,
0.914478,0.9809925029,
0.007608,0.1635151980,
0.246182,0.6307846085,
0.609730,0.6417912428,
0.984514,0.6365272072,
0.979311,0.9872147676,
0.619195,0.3869139639,
0.948318,0.2617245132,
0.373761,0.4578086369,
0.227565,0.1143742420,
0.568183,0.3581048556,
0.560081,0.7853490040,
0.281103,0.3051155094,
0.872199,0.7306739995,
0.845637,0.6450778517,
0.647979,0.8393655647,
0.723669,0.5206102632,
0.266740,0.3814091529,
0.121991,0.6192452498,
0.150853,0.6047602170,
0.667906,0.5355546690,
0.336551,0.7301116466,
0.617685,0.3763132846,
0.775326,0.1217418799,
0.732936,0.3669223186,
0.736284,0.8107797152,
0.059901,0.8977039633,
0.227051,0.3467142639,
0.466279,0.0159029917,
0.898958,0.0287833456,
0.544241,0.8496422728,
0.057137,0.9395590293,
0.794493,0.7627057693,
0.774849,0.9658026489,
0.509021,0.4927175771,
0.025752,0.5549431552,
0.975528,0.6522371760,
0.242368,0.9731290579,
0.901012,0.9037296547,
0.448384,0.0250447334,
0.062794,0.5743230216,
0.099259,0.7293757512,
0.368498,0.1516703039,
0.513531,0.0494824244,
0.380071,0.5349386846,
0.001697,0.0398680278,
0.717577,0.4999797469,
0.345076,0.2103344245,
0.656387,0.4759907333,
0.169335,0.6540493742,
0.621151,0.0489727922,
0.424611,0.8583133462,
0.677083,0.0395082670,
0.178810,0.6405548242,
0.887456,0.5064345420,
0.159935,0.5771159120,
0.097846,0.8790546638,
0.761439,0.1843534477,
0.894076,0.2014573387,
0.247727,0.1319604533,
0.597233,0.8222067646,
0.076617,0.7353430014,
0.266548,0.8934875664,
0.846328,0.1596848805,
0.684056,0.4222919790,
0.487419,0.6289077310,
0.356783,0.5967813110,
0.213335,0.2957394686,
0.228838,0.7820240180,
0.764782,0.3817722343,
0.396144,0.9847711922,
0.822659,0.2051279798,
0.525028,0.7797502950,
0.102739,0.8450198018,
0.048383,0.4612851286,
0.938881,0.6791254565,
0.614735,0.7971548807,
0.991897,0.2355748092,
0.476778,0.7522297182,
0.982658,0.9200621682,
0.572067,0.9946383999,
0.232497,0.8829630730,
0.117017,0.5034019053,
0.130376,0.0058802071,
0.741824,0.0150863856,
0.138313,0.0959368360,
0.187152,0.7869601916,
0.396476,0.5535925930,
0.335996,0.7195191361,
0.458718,0.2284784816,
0.102915,0.0126918977,
0.170468,0.1202238496,
0.641399,0.6329782474,
0.787682,0.0152107986,
0.372360,0.9402658013,
0.306597,0.9995658022,
0.897638,0.3782185780,
0.724393,0.8952058290,
0.406703,0.5900500461,
0.186363,0.8350556680,
0.051584,0.4823458938,
0.943964,0.0594410432,
0.420620,0.4603362719,
0.596144,0.3187105259,
0.513544,0.9101604484,
0.895827,0.8978611381,
0.185833,0.6511680886,
0.093502,0.2460531227,
0.056556,0.2340245439,
0.047637,0.5484349948,
0.682720,0.3928233590,
0.475505,0.7547947834,
0.927014,0.3925727501,
0.411363,0.2654205381,
0.870006,0.3468912250,
0.710000,0.9342626432,
0.942367,0.3738532203,
0.480171,0.4825264584,
0.434611,0.2382146042,
0.512073,0.5312490591,
0.524490,0.2101217439,
0.469051,0.2952070627,
0.958543,0.5319859522,
0.856098,0.5075843009,
0.305534,0.4991205070,
0.720322,0.9114975184,
0.854618,0.7303434077,
0.307691,0.8997121810,
0.156803,0.8049248303,
0.077107,0.4479342024,
0.748091,0.2350057376,
0.534213,0.0671237238,
0.453919,0.2841987597,
0.792427,0.4317379279,
0.218777,0.4551243425,
0.306510,0.9793518783,
0.731537,0.9269056451,
0.459926,0.5975737391,
0.405043,0.5836798561,
0.251685,0.1130720564,
0.581145,0.3991997060,
0.808327,0.9428792575,
0.050434,0.2143246609,
0.148746,0.1704523818,
0.491410,0.3468846241,
0.891695,0.6201892601,
0.313020,0.4357352851,
0.282826,0.4158280708,
0.064712,0.2851962679,
0.060515,0.9050894936,
0.579087,0.6827778432,
0.836963,0.1042630611,
0.347393,0.0834784966,
0.348429,0.0133939880,
0.041527,0.9187615767,
0.391318,0.3675729261,
0.866307,0.4220249840,
0.025259,0.5757095761,
0.171378,0.1860230548,
0.830928,0.0222263574,
0.012831,0.6580005590,
0.466690,0.4586493596,
0.831624,0.1999888121,
0.900266,0.1965195265,
0.507053,0.6935741237,
0.838730,0.7474171505,
0.567657,0.5433342845,
0.773961,0.5258562859,
0.312721,0.4067144164,
0.107592,0.5569723149,
0.694582,0.7306308992,
0.741751,0.2935118438,
0.396931,0.7845551198,
0.346586,0.0758188793,
0.054359,0.4716804632,
0.374866,0.3991561106,
0.366856,0.9111117180,
0.284173,0.4280222491,
0.914389,0.9450841397,
0.660146,0.4045292842,
0.425534,0.2424966650,
0.625100,0.8726192115,
0.600122,0.4939882942,
0.980508,0.4235738485,
0.764331,0.5523664610,
0.718900,0.2485689874,
0.880662,0.2571588976,
0.010650,0.2097354253,
0.571535,0.5806233289,
0.971603,0.8351508722,
0.533630,0.8526599974,
0.062717,0.6438970833,
0.564695,0.9850077654,
0.228127,0.9789819341,
0.440578,0.6826261553,
0.098906,0.7854777470,
0.127116,0.3487979040,
0.801629,0.7805146932,
0.254883,0.0463973383,
0.499928,0.3528326397,
0.522996,0.3569978250,
0.019605,0.1297350384,
0.877014,0.9822462780,
0.460103,0.4157538438,
0.979939,0.4064852658,
0.569475,0.7826907312,
0.874304,0.4332040762,
0.241524,0.5762781336,
0.117559,0.6504683321,
0.151405,0.0330107895,
0.059494,0.4040116867,
0.200206,0.9589442371,
0.868242,0.5955197892,
0.770874,0.9330784472,
0.931871,0.9370408018,
0.080753,0.7557391321,
0.069891,0.5389141854,
0.977305,0.8242913316,
0.521702,0.0107468468,
0.787699,0.7465189613,
0.309754,0.1030347715,
0.118516,0.0484107839,
0.485428,0.1856911188,
0.415278,0.4728397096,
0.915841,0.0096356241,
0.159458,0.8581804875,
0.203608,0.4734895263,
0.150090,0.1499347502,
0.957696,0.2454546456,
0.748681,0.0567911435,
0.206452,0.2052447978,
0.665701,0.4654891392,
0.219563,0.4609751782,
0.449300,0.3510560746,
0.940374,0.4410027719,
0.581940,0.3294070341,
0.147727,0.5720972667,
0.629531,0.9923532943,
0.184303,0.7178508247,
0.082893,0.3609955495,
0.213928,0.5727285311,
0.526436,0.3803346162,
0.666704,0.3720832660,
0.458999,0.4242746441,
0.215459,0.7431268904,
0.220276,0.3600804860,
0.890088,0.6264892526,
0.301553,0.8528696980,
0.250061,0.1200247512,
0.896617,0.1743426610,
0.119728,0.9506277974,
0.665199,0.9775014745,
0.327472,0.2520048750,
0.326094,0.2846204663,
0.825488,0.8382863222,
0.550212,0.8021007406,
0.644778,0.3699613253,
0.845129,0.3628109809,
0.594999,0.2717412804,
0.330987,0.2594693068,
0.211409,0.9943943765,
0.625688,0.0462633215,
0.263062,0.6763331228,
0.975649,0.5016846477,
0.161356,0.1132880045,
0.794542,0.4613146610,
0.924433,0.7186305087,
0.466308,0.9606028070,
0.613565,0.5289001072,
0.410489,0.9354166990,
0.969225,0.9895869467,
0.653200,0.4657158743,
0.771410,0.3637964635,
0.415175,0.0903358580,
0.149071,0.8442037577,
0.494319,0.4137060640,
0.848694,0.7573584463,
0.677786,0.5540333917,
0.445928,0.4762402695,
0.497077,0.2665904635,
0.156128,0.1352774730,
0.697865,0.0777007824,
0.204692,0.8465934481,
0.677375,0.3370429677,
0.124508,0.6739938086,
0.595472,0.1044327527,
0.772918,0.5873658712,
0.579581,0.1148029216,
0.683934,0.2493453471,
0.427303,0.4141727195,
0.276806,0.7154667411,
0.978040,0.8696705805,
0.964917,0.8154279048,
0.728054,0.2324492267,
0.724777,0.3463352321,
0.644965,0.9606123640,
0.085850,0.3013127999,
0.527904,0.1541962714,
0.851543,0.7444364890,
0.209986,0.2828948192,
0.826740,0.3288394341,
0.206410,0.0013318993,
0.475496,0.5639135027,
0.299929,0.4441336665,
0.344970,0.1613629727,
0.927950,0.7034620731,
0.030121,0.5440310821,
0.720036,0.2546197210,
0.376216,0.3931108463,
0.588028,0.2446190884,
0.329947,0.5826889888,
0.864927,0.0527434729,
0.854955,0.6022926746,
0.548099,0.0399708090,
0.043414,0.8624101811,
0.533580,0.3431098613,
0.825268,0.1122334669,
0.566275,0.5934265793,
0.219237,0.6300767436,
0.323338,0.7813804286,
0.065043,0.7365141290,
0.373823,0.7915971496,
0.258527,0.6487113376,
0.260603,0.9119083204,
0.472485,0.6060760941,
0.094833,0.7364455924,
0.063145,0.7132515252,
0.816481,0.6899871935,
0.068448,0.9198698714,
0.297635,0.9695459326,
0.787571,0.3289260712,
0.456372,0.0948157351,
0.910177,0.8065327243,
0.550671,0.6827348018,
0.429218,0.1732469749,
0.399054,0.4810099480,
0.063297,0.9393384962,
0.716192,0.1380723531,
0.719924,0.6596539707,
0.741173,0.1940392542,
0.689373,0.6264839774,
0.260416,0.6207350667,
0.009870,0.4409771823,
0.350101,0.6589473334,
0.896161,0.4471522149,
0.743236,0.8516043990,
0.293986,0.7073251674,
0.184343,0.4285460912,
0.162956,0.6201970074,
0.075790,0.6411923103,
0.436979,0.8877501140,
0.271620,0.9936044689,
0.237105,0.7283538030,
0.146549,0.5058227768,
0.470825,0.0489289775,
0.728588,0.1082186368,
0.391400,0.8582963161,
0.156016,0.9159444859,
0.141592,0.6716598429,
0.904516,0.4623355728,
0.352418,0.9613897295,
0.159462,0.0799172427,
0.871877,0.3859134784,
0.803712,0.0164362100,
0.734155,0.5919071500,
0.492171,0.5682363063,
0.401842,0.0122706906,
0.862601,0.5898053099,
0.180836,0.3602165319,
0.925568,0.0254346708,
0.822036,0.9785797612,
0.686578,0.1321940806,
0.469161,0.5505765649,
0.887939,0.8634380875,
0.982359,0.6825406888,
0.032336,0.0349691968,
0.824773,0.4401978762,
0.659318,0.4398271266,
0.448279,0.7661117217,
0.573720,0.9998392860,
0.797916,0.2574659883,
0.632758,0.8858143209,
0.789704,0.0497215710,
0.059559,0.3316557703,
0.389406,0.7295536846,
0.420234,0.4987017738,
0.664072,0.5466595948,
0.634471,0.2246393613,
0.885303,0.1229806664,
0.611508,0.4852119903,
0.615349,0.8740422917,
0.877162,0.6414252507,
0.766863,0.4482372647,
0.750091,0.1371437537,
0.115622,0.1411592626,
0.204090,0.9825957877,
0.116260,0.9718842593,
0.841460,0.4288925475,
0.381574,0.7560385101,
0.454046,0.5585906495,
0.073887,0.7566543941,
0.025165,0.9759200931,
0.961115,0.0418740489,
0.158395,0.3510034995,
0.933642,0.4766479627,
0.236765,0.1749353314,
0.075554,0.3559045434,
0.672556,0.8884694667,
0.084327,0.0691530492,
0.062168,0.0927474343,
0.695169,0.2058041812,
0.002059,0.6151989798,
0.156857,0.2734320505,
0.274550,0.7477853723,
0.315229,0.3057263303,
0.714036,0.7654443608,
0.571787,0.2528857314,
0.515193,0.6710159754,
0.577330,0.1319141077,
0.004943,0.9424483975,
0.352235,0.4445831830,
0.544735,0.3579953390,
0.092064,0.1698009580,
0.272324,0.4990740653,
0.590728,0.4521662004,
0.004627,0.0662159802,
0.030751,0.8878816746,
0.376707,0.9077841259,
0.165515,0.7826543285,
0.306225,0.4719435592,
0.269974,0.7961423038,
0.307210,0.8756473885,
0.584022,0.6722515622,
0.538519,0.0703827357,
0.790671,0.1244719052,
0.372719,0.4253661833,
0.752009,0.7826657687,
0.652579,0.5891465452,
0.551939,0.4721359064,
0.850920,0.0337884713,
0.425249,0.1800735356,
0.574401,0.9318196588,
0.768254,0.5907640092,
0.539514,0.5063355074,
0.984270,0.2184388567,
0.105585,0.9520510359,
0.301005,0.3622595139,
0.379854,0.4585467547,
0.472716,0.8308101380,
0.222569,0.7906650293,
0.320742,0.4410227333,
0.226851,0.6240337938,
0.021758,0.9555082563,
0.015473,0.6634786585,
0.783850,0.2664909434,
0.018647,0.7231548402,
0.902727,0.5610778863,
0.196605,0.9729806674,
0.609035,0.3008726447,
0.522871,0.4970204983,
0.706730,0.2839541084,
0.353196,0.0742080048,
0.758894,0.1113971874,
0.505576,0.0753069360,
0.765774,0.9961920276,
0.362532,0.5995976799,
0.925018,0.7889680134,
0.901099,0.8612686396,
0.551715,0.8270682663,
0.521025,0.9369237319,
0.179025,0.0358534606,
0.608923,0.1397107868,
0.727960,0.7254420809,
0.875942,0.8720941690,
0.473322,0.3741032715,
0.752214,0.2161875172,
0.181048,0.5760100992,
0.021336,0.0256467551,
0.129271,0.0435049246,
0.860052,0.9334492840,
0.796709,0.4016519283,
0.187592,0.7849207682,
0.171215,0.2426285683,
0.675568,0.6085427250,
0.399895,0.8931839095,
0.935527,0.6294198613,
0.476235,0.9241468714,
0.402236,0.9958045717,
0.190023,0.1500898727,
0.337066,0.0247968998,
0.440981,0.9112640979,
0.137984,0.1479974585,
0.980339,0.0899430573,
0.439650,0.7156935992,
0.803842,0.1750144087,
0.817665,0.1597215902,
0.231528,0.4789321438,
0.641258,0.9487316516,
0.257810,0.7410701415,
0.124107,0.6723334621,
0.407058,0.0703452478,
0.067692,0.3061054853,
0.109760,0.9368330555,
0.529556,0.8569370037,
0.211502,0.8908473807,
0.025967,0.5885869188,
0.994120,0.1625863275,
0.744641,0.1760451198,
0.982235,0.7475636147,
0.951382,0.9452858160,
0.471608,0.6579797890,
0.987536,0.5438319769,
0.852921,0.5976530883,
0.309077,0.2346028920,
0.951736,0.8197677314,
0.113649,0.7884955333,
0.117274,0.5890596132,
0.000695,0.4362597782,
0.303156,0.5497394278,
0.369181,0.3529687059,
0.120341,0.9957911935,
0.711912,0.3649636000,
0.957514,0.9661744915,
0.322288,0.0247408730,
0.788984,0.7778391141,
0.671486,0.4401821194,
0.109614,0.6304999283,
0.723963,0.3140246962,
0.882602,0.9218152845,
0.000493,0.2233246205,
0.101944,0.3744862719,
0.370384,0.3081443824,
0.914689,0.0378224741,
0.998989,0.6051696745,
0.170494,0.8358643694,
0.172617,0.5882522328,
0.103070,0.3634547954,
0.606148,0.1398851836,
0.411890,0.1165337215,
0.255783,0.9812174341,
0.201685,0.5416923490,
0.187689,0.0865099084,
0.883772,0.2560962278,
0.631414,0.2097750108,
0.622426,0.3146098036,
0.658269,0.9037515961,
0.177084,0.5206963071,
0.625849,0.1622360100,
0.876456,0.1436122075,
0.178203,0.0640530755,
0.645574,0.8546454586,
0.884122,0.9744567856,
0.250516,0.9290251036,
0.586221,0.4095202213,
0.486873,0.9016112200,
0.839086,0.4844972288,
0.051676,0.4696738402,
0.739473,0.1678281989,
0.554516,0.0828584731,
0.429472,0.6331612550,
0.779723,0.3109789174,
0.396667,0.4663540347,
0.357229,0.2110694218,
0.659472,0.0014457196,
0.394172,0.7976112650,
0.178478,0.3680474261,
0.054295,0.0151375722,
0.247121,0.7149784665,
0.901813,0.2185787621,
0.982443,0.6887172696,
0.484109,0.2460072213,
0.144750,0.2660848546,
0.511667,0.1320708238,
0.993528,0.3442103354,
0.762569,0.7543899838,
0.966024,0.8892386466,
0.929881,0.7104363766,
0.236491,0.2464750252,
0.097522,0.4513893485,
0.409774,0.9312242743,
0.131173,0.6156675802,
0.754567,0.2582899805,
0.348103,0.6311031741,
0.449784,0.6955321942,
0.199335,0.4036598781,
0.736518,0.1934818574,
0.203367,0.3070742247,
0.768160,0.6929545134,
0.241280,0.6303595655,
0.613733,0.2498239888,
0.345772,0.0434220177,
0.722632,0.5314514536,
0.117223,0.1762014480,
0.180788,0.5219020375,
0.193864,0.8712821357,
0.360548,0.6136128261,
0.404394,0.2714321215,
0.225780,0.8545396102,
0.669057,0.1574601396,
0.957213,0.2594186381,
0.431665,0.6705804806,
0.803814,0.2259573929,
0.798189,0.8259665296,
0.995241,0.3240962823,
0.211804,0.4883865758,
0.329019,0.7637237534,
0.762342,0.7376755023,
0.756759,0.6360259462,
0.961277,0.2491409391,
0.569892,0.7343168278,
0.608506,0.3395051379,
0.365092,0.3027678384,
0.343548,0.1271419890,
0.599988,0.0101402987,
0.525629,0.9249287771,
0.484967,0.9100061956,
0.655650,0.3821479122,
0.038252,0.7013920659,
0.189923,0.6723419291,
0.928745,0.1276741302,
0.582980,0.2009690386,
0.015410,0.9028265436,
0.293675,0.8918363083,
0.045260,0.3776817349,
0.794732,0.2501929013,
0.711366,0.6027014802,
0.536361,0.6254505455,
0.586795,0.0196828895,
0.210947,0.8197326024,
0.413915,0.5179445713,
0.515821,0.9094342442,
0.838335,0.1186249674,
0.659911,0.9461490413,
0.481176,0.9270448177,
0.852765,0.0948050112,
0.481528,0.4152573891,
0.272296,0.3228623167,
0.731196,0.8462535594,
0.969469,0.9479503196,
0.375623,0.7292205774,
0.238600,0.6838497248,
0.242705,0.6414119056,
0.018939,0.3158826006,
0.982653,0.7321467735,
0.802620,0.1576484095,
0.563485,0.7600706912,
0.388829,0.0919099032,
0.652528,0.9676539920,
0.993708,0.6089663483,
0.713766,0.8949524403,
0.102367,0.1941465307,
0.447289,0.9880579420,
0.692795,0.2413148616,
0.332956,0.2234209558,
0.921749,0.4019979418,
0.632491,0.7809063655,
0.932185,0.8392120129,
0.425920,0.4094997746,
0.300490,0.4024005326,
0.889029,0.7717500332,
0.017374,0.2491246863,
0.148055,0.8657410646,
0.959162,0.6821860668,
0.714469,0.9773929804,
0.306467,0.1855239055,
0.828096,0.2161827605,
0.807892,0.3129218582,
0.909255,0.7520120377,
0.642813,0.3677366069,
0.628686,0.6044560035,
0.118471,0.3834348914,
0.918972,0.5504878293,
0.623981,0.3854424217,
0.257585,0.6654350333,
0.951304,0.0147141635,
0.046206,0.8131244688,
0.020927,0.3498559748,
0.088050,0.7155155253,
0.517843,0.9588938039,
0.878664,0.5074171207,
0.402179,0.6661682203,
0.561323,0.4294654344,
0.598156,0.8494985436,
0.075051,0.6542333773,
0.391490,0.5042577476,
0.354985,0.3685160595,
0.244789,0.6852494290,
0.108028,0.0992075152,
0.112289,0.0476468370,
0.267205,0.8693359150,
0.266392,0.6518673659,
0.936081,0.6104587012,
0.186177,0.4219457052,
0.507435,0.5037073750,
0.147594,0.1641409234,
0.920700,0.0931721295,
0.929461,0.6853248645,
0.136751,0.1426712981,
0.871569,0.5287116533,
0.012355,0.0035727733,
0.722036,0.4250577909,
0.878585,0.2243409052,
0.387447,0.6599421323,
0.246430,0.5031018964,
0.111724,0.6000572398,
0.846781,0.2001736589,
0.659659,0.1374010187,
0.779662,0.0237890286,
0.358563,0.9395426982,
0.184135,0.6955013238,
0.010180,0.5542331830,
0.085915,0.2954142891,
0.329467,0.0426317475,
0.300830,0.8537602083,
0.506571,0.5966821008,
0.386605,0.0185267796,
0.937296,0.9331909619,
0.159541,0.0097883243,
0.779710,0.6409555396,
0.177462,0.7886853835,
0.805293,0.5265029442,
0.562384,0.2912484173,
0.470075,0.6283285409,
0.359612,0.4254686716,
0.371774,0.5463703633,
0.382873,0.1907970833,
0.256307,0.7444888370,
0.972038,0.2128562193,
0.660565,0.1001224559,
0.505287,0.8963849863,
0.198021,0.8223369754,
0.104384,0.8827837501,
0.888413,0.0881242954,
0.362960,0.7001876477,
0.453714,0.1702242237,
0.064794,0.8330442711,
0.850762,0.7280570847,
0.279433,0.7758930151,
0.911920,0.7634952514,
0.059770,0.0570994656,
0.615966,0.6098477216,
0.563943,0.8984718004,
0.668270,0.5161307245,
0.335443,0.5061715381,
0.037794,0.2556165564,
